target_gene,source_target_gene,dataset_id,dataset_context_id,canonical_context_id,study_id,perturbation_modality,crispri,n_cells,n_cells_status,n_cells_source,n_cells_scope,n_guides,n_control_cells,guide_level_metadata_available,raw_counts_available,knockdown_efficiency_available,knockdown_efficiency,source_variant_id,source_url,target_list_source,confidence,present_in_vcc2026_panel,assay_family,notes
ACAT2,ACAT2,vcc2025_h1,vcc2025_h1::H1,H1,vcc2025,CRISPRi,True,1765,exact,source_targets/vcc2025_h1_counts.csv,All cells retained in the scPertEval hosted representation after its documented cell QC and assigned to the perturbation label.,,38176,False,False,False,,vcc2025_h1_scperteval,https://storage.googleapis.com/scperteval/processed/arch1_processed_complete.h5ad,remote H5AD obs/perturbation categorical metadata,high,False,unknown,Cell counts are after scPertEval QC; original count-level representation is not verified here.
SNW1,SNW1,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,361,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNX1,SNX1,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,203,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNX10,SNX10,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,147,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNX11,SNX11,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,239,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNX12,SNX12,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,331,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNX13,SNX13,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,158,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNX14,SNX14,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,122,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNX15,SNX15,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,697,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNX17,SNX17,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,204,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNX19,SNX19,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,88,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNX2,SNX2,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,165,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNX24,SNX24,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,257,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNX25,SNX25,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,132,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNX27,SNX27,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,190,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNX29,SNX29,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,31,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNX3,SNX3,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,92,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNX33,SNX33,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,216,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNX4,SNX4,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,74,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,True,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
SNX5,SNX5,replogle2022,replogle2022::K562,K562,replogle2022,CRISPRi,True,292,exact,source_targets/replogle_k562_gwps_counts.csv;source_targets/replogle_k562_essential_counts.csv,All cells in the selected scPerturb panel assigned to the perturbation label; duplicate genes retain the panel with the larger count and are not summed.,,75328,True,True,False,,replogle_k562_gwps_scperturb,https://zenodo.org/records/13350497,remote scPerturb H5AD obs/perturbation categorical metadata,high,False,10x_Perturb-seq,Union of K562 panels; for duplicate genes the source panel with more cells is retained rather than double-counting. Selected panel: genome-wide.
